domain_id,source_id,length,range,source_type,f_group_id,f_name,estimated_fingers,is_discontinuous
nD6,A0A3Q0KQP3_F1,80,266-345,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD9,P15621_F1,80,441-520,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD3,A0A3P7DYW3_F1,80,236-315,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD1,A0A0G2L9C4_F1,80,76-155,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD2,C1GPK9_F1,80,81-160,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD2,A0A5S6PS37_F1,80,361-440,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD4,P56671_F1,80,361-440,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD8,F1MA26_F1,80,331-410,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD4,K7M817_F1,80,406-485,computed structural model,386.1.1.6,ARS2,2.9,False
nD2,Q5ANI6_F1,80,341-420,computed structural model,386.1.1.20,zf-met,2.9,False
nD4,A0A0U1RPC5_F1,80,346-425,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD1,I1MQ90_F1,80,21-100,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD3,Q3V0C1_F1,80,231-310,computed structural model,386.1.1.20,zf-met,2.9,False
nD4,A0A044T8M2_F1,80,671-750,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD5,C0NFW0_F1,80,506-585,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD1,A0A077YZV6_F1,80,71-150,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD13,Q13129_F1,80,1311-1390,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD11,Q08AN1_F1,80,436-515,computed structural model,386.1.1.25,zf-H2C2_5,2.9,False
nD1,A0A0D2GVE6_F1,80,441-520,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD1,C6SW25_F1,80,11-90,computed structural model,386.1.1.10,MAT1,2.9,False
nD1,A0A3Q0KJD4_F1,80,351-430,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD1,Q567F5_F1,80,"11-80,106-115",computed structural model,386.1.1.50,Nairovirus_Gn,2.9,True
nD1,A0A5S6PDX7_F1,80,131-210,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD1,A0A1D6M0G0_F1,80,26-105,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD1,A0A1C1CBU1_F1,80,6-85,computed structural model,386.1.1.18,zf-C2H2_jaz,2.9,False
nD1,A0A077ZMF0_F1,80,1-80,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD5,Q9R164_F1,80,321-400,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD1,Q8IKJ3_F1,80,21-100,computed structural model,386.1.1.18,zf-C2H2_jaz,2.9,False
nD1,K7TSH3_F1,80,21-100,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD4,A0A0D2GMD1_F1,80,1261-1340,computed structural model,386.1.1.6,ARS2,2.9,False
nD3,F1QLB1_F1,80,271-350,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD17,D4A813_F1,80,606-685,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD1,A0A175VT95_F1,80,46-125,computed structural model,386.1.1.77,OrsD,2.9,False
nD6,Q9NZV7_F1,80,446-525,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD1,A0A1D6G880_F1,80,11-90,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD4,A0A077Z7G2_F1,80,151-230,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD3,A0A3P7ECD3_F1,80,76-155,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD5,Q5TYY4_F1,80,176-255,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD1,A0A1D6F7X8_F1,80,26-105,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD7,A0A0R4IFW6_F1,80,991-1070,computed structural model,386.1.1.4,zf-BED,2.9,False
nD1,Q54Q44_F1,80,"91-145,176-200",computed structural model,386.1.1.1,zf-C2H2,2.9,True
nD9,A0A077Z756_F1,80,386-465,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD2,A0A3Q0KRN6_F1,80,451-530,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD4,A0A0R4IDX8_F1,80,186-265,computed structural model,386.1.1.25,zf-H2C2_5,2.9,False
nD12,Q9Y2A4_F1,80,476-555,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD2,A0A5K4FD52_F1,80,686-765,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD21,P10076_F1,80,776-855,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD1,C6T4X9_F1,80,26-105,computed structural model,386.1.1.18,zf-C2H2_jaz,2.9,False
nD2,A0A3Q0KNA0_F1,80,216-295,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD1,A0A0R0F2M9_F1,80,16-95,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD8,J3QPX0_F1,80,331-410,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD5,A0A044RBR4_F1,80,276-355,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD2,Q8C689_F1,80,171-250,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD1,A0A1D6NYM7_F1,80,26-105,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD2,E9Q0Q3_F1,80,386-465,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD1,I1LGL0_F1,80,16-95,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD6,F6ZS36_F1,80,186-265,computed structural model,386.1.1.25,zf-H2C2_5,2.9,False
nD2,B5DEG7_F1,80,671-750,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD1,I1JR13_F1,80,156-235,computed structural model,386.1.1.9,zf-U1,2.9,False
nD8,Q80TS5_F1,80,"331-355,416-470",computed structural model,386.1.1.1,zf-C2H2,2.9,True
nD2,Q9VEF3_F1,80,236-315,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD1,A0A1D6MU27_F1,80,26-105,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD9,A0A077ZHD0_F1,80,981-1060,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD3,A0A0H5S1U5_F1,80,261-340,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD1,A0A1D6GEZ9_F1,80,26-105,computed structural model,386.1.1.4,zf-BED,2.9,False
nD3,E9Q6S4_F1,80,106-185,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD2,F1LSH5_F1,80,86-165,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD1,I1JFM5_F1,80,11-90,computed structural model,386.1.1.9,zf-U1,2.9,False
e7nvw32,7nvw,80,3:70-149,experimental structure,386.1.1.10,MAT1,2.9,False
nD1,A2BGS7_F1,80,76-155,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD19,Q14588_F1,80,596-675,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD11,Q8R1N3_F1,80,491-570,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD3,A0A0K0EES1_F1,80,256-335,computed structural model,386.1.1.18,zf-C2H2_jaz,2.9,False
nD4,F1M0V0_F1,80,416-495,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD2,B2GV07_F1,80,"241-290,501-530",computed structural model,386.1.1.1,zf-C2H2,2.9,True
e7nvx31,7nvx,80,3:70-149,experimental structure,386.1.1.10,MAT1,2.9,False
e7nvy32,7nvy,80,3:70-149,experimental structure,386.1.1.10,MAT1,2.9,False
nD2,Q8BX22_F1,80,386-465,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD3,A0A0P0WB79_F1,80,"361-390,416-465",computed structural model,386.1.1.1,zf-C2H2,2.9,True
nD1,Q6EQZ3_F1,80,21-100,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD2,A0A0N4U0R9_F1,80,396-475,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD10,Q9Y3M9_F1,80,431-510,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD17,Q6ZNA1_F1,80,636-715,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD3,A0A044V152_F1,80,601-680,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD1,Q5U2Z0_F1,80,156-235,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD1,G5EDD2_F1,80,1-80,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD4,D4A148_F1,80,346-425,computed structural model,386.1.1.20,zf-met,2.9,False
nD8,Q9C0A1_F1,80,846-925,computed structural model,386.1.1.20,zf-met,2.9,False
nD2,A0A044RMK4_F1,80,96-175,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD14,A0A0G2K197_F1,80,496-575,computed structural model,386.1.1.25,zf-H2C2_5,2.9,False
nD4,A0A5K4EUH5_F1,80,221-300,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD7,P39770_F1,80,796-875,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD22,Q6ZNA1_F1,80,831-910,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD15,Q4QQP3_F1,80,566-645,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD2,A0A5S6PRG8_F1,80,316-395,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD15,D4A327_F1,80,536-615,computed structural model,386.1.1.25,zf-H2C2_5,2.9,False
nD3,A2BE84_F1,80,"361-385,446-470,706-735",computed structural model,386.1.1.50,Nairovirus_Gn,2.9,True
nD4,A0A5S6PRG8_F1,80,551-630,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD5,A0A5S6PRG8_F1,80,656-735,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD2,O45494_F1,80,241-320,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD1,A0A0K0EL01_F1,80,46-125,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD4,A0A0K0EBM4_F1,80,406-485,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD6,Q8BQC8_F1,80,396-475,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD10,Q8R2Q3_F1,80,486-565,computed structural model,386.1.1.25,zf-H2C2_5,2.9,False
nD11,Q9H7R0_F1,80,431-510,computed structural model,386.1.1.25,zf-H2C2_5,2.9,False
nD1,A0A1D6MHI9_F1,80,26-105,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD1,I1L9Z6_F1,80,11-90,computed structural model,386.1.1.9,zf-U1,2.9,False
nD1,A0A044UTQ8_F1,80,"46-80,111-155",computed structural model,386.1.1.1,zf-C2H2,2.9,True
nD2,A0A158Q4C0_F1,80,116-195,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD9,Q4V8R6_F1,80,446-525,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD1,A0A077Z8B2_F1,80,6-85,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD1,G4VAX3_F1,80,16-95,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD2,A0A5S6PNE4_F1,80,166-245,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD1,E9QEI7_F1,80,1-80,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD13,Q8TF45_F1,80,536-615,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD10,Q03924_F1,80,331-410,computed structural model,386.1.1.25,zf-H2C2_5,2.9,False
nD8,F1M2Y6_F1,80,"451-475,506-560",computed structural model,386.1.1.1,zf-C2H2,2.9,True
nD1,Q567C6_F1,80,121-200,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD6,Q9C0A1_F1,80,741-820,computed structural model,386.1.1.20,zf-met,2.9,False
nD3,A0A0K0EQP7_F1,80,521-600,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD10,Q8TF20_F1,80,376-455,computed structural model,386.1.1.25,zf-H2C2_5,2.9,False
nD1,A0A0R0KPG3_F1,80,11-90,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD1,X1WBH9_F1,80,66-145,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD14,P10078_F1,80,711-790,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD4,H2KYB3_F1,80,566-645,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD11,A0A5S6PEG5_F1,80,"491-515,611-665",computed structural model,386.1.1.50,Nairovirus_Gn,2.9,True
nD5,H2KYB3_F1,80,796-875,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD3,Q59WD1_F1,80,401-480,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD1,A0A1D6PEP2_F1,80,106-185,computed structural model,386.1.1.4,zf-BED,2.9,False
nD3,A0A1C1C7T9_F1,80,1261-1340,computed structural model,386.1.1.54,ANM3_zf-C2H2,2.9,False
nD16,Q8NDQ6_F1,80,576-655,computed structural model,386.1.1.25,zf-H2C2_5,2.9,False
nD1,G5EGH7_F1,80,"6-30,101-155",computed structural model,386.1.1.13,"Sgf11,Sgf11_N",2.9,True
nD1,A2ARX0_F1,80,76-155,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD2,A0A0N4UMK8_F1,80,106-185,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD1,A0A158Q336_F1,80,11-90,computed structural model,386.1.1.18,zf-C2H2_jaz,2.9,False
nD10,A0A0D2GZQ0_F1,80,1326-1405,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD11,E9QCY2_F1,80,341-420,computed structural model,386.1.1.25,zf-H2C2_5,2.9,False
nD1,Q64HY3_F1,80,311-390,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD3,Q8BZW4_F1,80,131-210,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD3,Q0VFY0_F1,80,131-210,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD1,A0A1C1CUI3_F1,80,441-520,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD1,A0A5S6PD61_F1,80,76-155,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
e7nvz32,7nvz,80,3:70-149,experimental structure,386.1.1.10,MAT1,2.9,False
nD2,O08900_F1,80,171-250,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD4,A0A3P7DQB1_F1,80,221-300,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD5,A0A044QZJ4_F1,80,381-460,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD1,A0A5S6PD66_F1,80,91-170,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD3,Q8BN78_F1,80,461-540,computed structural model,386.1.1.24,zf-C2H2_4,2.9,False
nD1,A0A1D6MDP2_F1,80,31-110,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD3,Q9V9Q2_F1,80,406-485,computed structural model,386.1.1.18,zf-C2H2_jaz,2.9,False
nD1,A0A0P0XGY0_F1,80,36-115,computed structural model,386.1.1.20,zf-met,2.9,False
nD2,A0A044U5V1_F1,80,236-315,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD17,Q8C827_F1,80,606-685,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD1,A0A3P7E5T7_F1,80,11-90,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD6,Q6ZR52_F1,80,221-300,computed structural model,386.1.1.25,zf-H2C2_5,2.9,False
nD10,Q8R1D1_F1,80,441-520,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD7,B1B1D3_F1,80,391-470,computed structural model,386.1.1.25,zf-H2C2_5,2.9,False
nD1,A0A044UW40_F1,80,111-190,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD13,Q6ZN19_F1,80,506-585,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD1,Q9NEX6_F1,80,36-115,computed structural model,386.1.1.53,ZNF512_C2HC,2.9,False
nD5,A0A3P7FHU2_F1,80,901-980,computed structural model,386.1.1.25,zf-H2C2_5,2.9,False
nD3,U7PQA8_F1,80,541-620,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD1,C6SVQ9_F1,80,26-105,computed structural model,386.1.1.18,zf-C2H2_jaz,2.9,False
nD5,Q6N043_F1,80,416-495,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD3,A0A044U2M8_F1,80,151-230,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD1,F6T2D2_F1,80,21-100,computed structural model,,,2.9,False
nD1,P07248_F1,80,76-155,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD1,K7DY22_F1,80,66-145,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD4,E9Q2S7_F1,80,286-365,computed structural model,386.1.1.43,zf_C2H2_10,2.9,False
nD3,A0A0K0E522_F1,80,441-520,computed structural model,386.1.1.50,Nairovirus_Gn,2.9,False
nD4,Q9CZP3_F1,80,411-490,computed structural model,386.1.1.1,zf-C2H2,2.9,False
nD1,A0A2R8RXF4_F1,79,161-239,computed structural model,386.1.1.6,ARS2,2.8,False
nD1,A0A5S6PDY2_F1,79,122-200,computed structural model,386.1.1.50,Nairovirus_Gn,2.8,False
nD3,A0A077Z199_F1,79,366-444,computed structural model,386.1.1.50,Nairovirus_Gn,2.8,False
nD4,A0A5S6PS37_F1,79,606-684,computed structural model,386.1.1.50,Nairovirus_Gn,2.8,False
nD5,A0A3P7DQB1_F1,79,327-405,computed structural model,386.1.1.1,zf-C2H2,2.8,False
nD1,Q4DSY2_F1,79,36-114,computed structural model,386.1.1.50,Nairovirus_Gn,2.8,False
nD1,Q1LVP3_F1,78,38-115,computed structural model,386.1.1.66,Spt46,2.8,False
nD2,Q95QY7_F1,78,"236-293,331-350",computed structural model,386.1.1.50,Nairovirus_Gn,2.8,True
nD3,F1Q7V2_F1,78,1283-1360,computed structural model,386.1.1.50,Nairovirus_Gn,2.8,False
nD1,A0A0K0ETG3_F1,78,71-148,computed structural model,386.1.1.54,ANM3_zf-C2H2,2.8,False
nD1,A0A0K0E271_F1,78,268-345,computed structural model,386.1.1.50,Nairovirus_Gn,2.8,False
nD1,A0A0R0JB93_F1,78,86-163,computed structural model,386.1.1.50,Nairovirus_Gn,2.8,False
nD3,A0A5S6PS37_F1,78,501-578,computed structural model,386.1.1.50,Nairovirus_Gn,2.8,False
e2d9hA1,2d9h,78,A:1-78,experimental structure,386.1.1.1,zf-C2H2,2.8,False
e6tlyA1,6tly,77,A:23-99,experimental structure,386.1.1.5,C1_2,2.8,False
e2djrA1,2djr,76,A:1-76,experimental structure,386.1.1.4,zf-BED,2.7,False
nD1,A0A0D2G8I7_F1,75,6-80,computed structural model,386.1.1.18,zf-C2H2_jaz,2.7,False
nD3,Q4D057_F1,75,311-385,computed structural model,386.1.1.13,"Sgf11,Sgf11_N",2.7,False
nD3,K7LQW1_F1,75,271-345,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD6,A0A1C1CSE6_F1,75,516-590,computed structural model,386.1.1.57,TRAFD1-XIAF1_ZnF,2.7,False
nD5,Q9W409_F1,75,471-545,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD2,A0A044URV1_F1,75,201-275,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD2,A0A1D8PG77_F1,75,706-780,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD3,A0A0R4IRQ1_F1,75,311-385,computed structural model,386.1.1.6,ARS2,2.7,False
nD2,Q8K1S5_F1,75,411-485,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD1,A0A1D6HJ02_F1,75,26-100,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD3,F1QMQ9_F1,75,141-215,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD1,A0A077ZEE2_F1,75,1-75,computed structural model,386.1.1.4,zf-BED,2.7,False
nD2,A0A3P7EJC8_F1,75,121-195,computed structural model,386.1.1.6,ARS2,2.7,False
nD1,G4VIW1_F1,75,11-85,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD1,A0A0R0FEU1_F1,75,11-85,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD1,K7L2B2_F1,75,16-90,computed structural model,386.1.1.4,zf-BED,2.7,False
nD1,D3ZSW3_F1,75,121-195,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD1,Q388N7_F1,75,11-85,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD5,A0A0K0EQX1_F1,75,641-715,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD3,A0A1D8PM73_F1,75,431-505,computed structural model,386.1.1.38,Zap1_zf2,2.7,False
nD5,M0RDM1_F1,75,551-625,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD1,A0A0D2GWB7_F1,75,291-365,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD1,A2ARR7_F1,75,81-155,computed structural model,386.1.1.25,zf-H2C2_5,2.7,False
nD2,Q03923_F1,75,151-225,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD2,A0A5S6PDG1_F1,75,186-260,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD2,A0A0K0EMN2_F1,75,111-185,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD1,A0A1C1CQY3_F1,75,26-100,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD4,F2Z4V8_F1,75,836-910,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD2,A0A2R8QME7_F1,75,111-185,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD2,A0A5S6PGA3_F1,75,41-115,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD1,A0A0R0F8C2_F1,75,16-90,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
e6ahdX1,6ahd,75,X:8-82,experimental structure,386.1.1.9,zf-U1,2.7,False
nD1,A0A2R8Q493_F1,75,16-90,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD4,A0A3P7SK18_F1,75,261-335,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD1,A0A044V466_F1,75,11-85,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD1,A0A0R0F8L7_F1,75,36-110,computed structural model,,,2.7,False
nD1,A0A3P7G1S4_F1,75,156-230,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD5,A8PJD6_F1,75,271-345,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD4,Q21907_F1,75,256-330,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD1,A0A1D6QPW8_F1,75,11-85,computed structural model,386.1.1.4,zf-BED,2.7,False
nD4,F6NXG0_F1,75,1376-1450,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD2,A0A0H5SJ34_F1,75,41-115,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD1,A4IG51_F1,75,6-80,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD3,A0A5K4EJR8_F1,75,186-260,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD2,Q8L7A5_F1,75,61-135,computed structural model,386.1.1.57,TRAFD1-XIAF1_ZnF,2.7,False
nD1,A0A0K0E6G9_F1,75,1-75,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD8,Q8VHT8_F1,75,241-315,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD2,A0A044RMJ7_F1,75,171-245,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD2,P91308_F1,75,166-240,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD1,A0A3P7E6T7_F1,75,41-115,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD1,A0A0R0HS56_F1,75,16-90,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD2,O17245_F1,75,66-140,computed structural model,386.1.1.10,MAT1,2.7,False
nD1,Q9R0L7_F1,75,376-450,computed structural model,386.1.1.18,zf-C2H2_jaz,2.7,False
nD11,A0A044V925_F1,75,961-1035,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD1,A0A0R0LFE1_F1,75,11-85,computed structural model,,,2.7,False
nD2,C0NLQ5_F1,75,241-315,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD1,Q4E160_F1,75,66-140,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD2,A0A3P7EYE5_F1,75,41-115,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD2,Q7KPG8_F1,75,66-140,computed structural model,386.1.1.10,MAT1,2.7,False
nD3,P0CI00_F1,75,221-295,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD1,Q0KI27_F1,75,46-120,computed structural model,386.1.1.20,zf-met,2.7,False
nD1,A0A0R0J319_F1,75,16-90,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD2,P52738_F1,75,141-215,computed structural model,386.1.1.25,zf-H2C2_5,2.7,False
nD2,Q17580_F1,75,81-155,computed structural model,386.1.1.49,XAF1_C,2.7,False
nD3,A0A0N4UGL8_F1,75,316-390,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD1,K7MPQ6_F1,75,6-80,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
e1x6fA1,1x6f,75,A:8-82,experimental structure,,,2.7,False
nD1,A0A0R0F953_F1,75,36-110,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD2,Q9HCL3_F1,75,151-225,computed structural model,386.1.1.25,zf-H2C2_5,2.7,False
nD5,A0A1C1CSE6_F1,75,441-515,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD5,A0A044U2K3_F1,75,896-970,computed structural model,386.1.1.25,zf-H2C2_5,2.7,False
nD1,Q5AL16_F1,75,221-295,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD1,A0A0R0HIF2_F1,75,16-90,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD2,Q23521_F1,75,156-230,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD4,C0P658_F1,75,276-350,computed structural model,386.1.1.20,zf-met,2.7,False
nD6,A0A2K6VY29_F1,75,1161-1235,computed structural model,386.1.1.50,Nairovirus_Gn,2.7,False
nD3,O14978_F1,75,411-485,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD1,A0A077Z8N2_F1,75,196-270,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD1,A0A0K0ELQ6_F1,75,1-75,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD2,O14901_F1,75,421-495,computed structural model,386.1.1.1,zf-C2H2,2.7,False
nD2,P51948_F1,75,66-140,computed structural model,386.1.1.10,MAT1,2.7,False
nD1,A0A0R0HSN2_F1,75,16-90,computed structural model,386.1.1.4,zf-BED,2.7,False
nD17,A0A044TGX1_F1,75,"1856-1890,1916-1955",computed structural model,386.1.1.1,zf-C2H2,2.7,True
nD1,A0A0K0EHR2_F1,75,6-80,computed structural model,386.1.1.1,zf-C2H2,2.7,False
e2d9kA1,2d9k,75,A:1-75,experimental structure,386.1.1.57,TRAFD1-XIAF1_ZnF,2.7,False
e7abhF1,7abh,75,F:19-93,experimental structure,386.1.1.20,zf-met,2.7,False
nD3,Q15973_F1,75,96-170,computed structural model,386.1.1.1,zf-C2H2,2.7,False
