f_group_id,f_group_name,fgroup_introduced_release,rep_ecod_uid,rep_domain_id,rep_range,rep_domain_version,is_representative,is_manual_representative,is_provisional_representative,classification_status,classification_method
2007.2.1.9,"Flavodoxin_1, Flavodoxin_5",v293.1,9996,e1f4pA1,A:1-147,v292,t,t,f,classified,
2007.2.3.21,"Y_phosphatase, PTP-SAK",v293.1,10114,e2shpA3,A:219-525,v292,t,t,f,classified,
2007.2.5.3,"Rhodanese, Rhodanese_C",v293.1,3423043,Q2QNJ3_F1_nD2,141-340,v292,t,f,t,classified,
2007.6.1.17,"SIS, GKRP_SIS_N",v293.1,4885869,A7GD48_nD1,1-225,v293,t,,t,classified,
2007.6.1.17,"SIS, GKRP_SIS_N",v293.1,9485,e1nriA1,A:12-259,v292,t,t,f,classified,
2008.1.1.149,PF30140,v293.1,2324072,e6bzfB1,B:1-137,v292,t,t,f,classified,
2008.1.1.156,PF29906,v293.1,4223715,Q5VXU9_nD3,871-1030,v293,t,f,t,classified,
2008.1.1.203,"UvrD-helicase, AAA_19, UvrD_C",v293.1,4885968,Q1JCJ8_nD1,6-975,v293,t,,t,classified,
2008.8.1.1,PF31274,v293.1,2324093,e6f1sA1,A:16-161,v292,t,t,f,classified,
2011.1.1.20,"Peptidase_M20, Peptidase_M28",v293.1,4886145,Q2U9N9_nD1,"36-220,341-418",v293,t,,t,classified,
2011.1.1.20,"Peptidase_M20, Peptidase_M28",v293.1,10163,e1r3nA2,"A:17-246,A:363-454",v292,t,t,f,classified,
2011.1.1.23,M20_dimer,v293.1,4886215,A7GR91_nD2,211-320,v293,t,,t,classified,
2011.1.1.23,M20_dimer,v293.1,4886689,Q08BT9_nD3,251-405,v293,t,,t,classified,
2011.1.1.35,"Peptidase_M28, Nicastrin",v293.1,1310610,e4upcA1,"A:220-343,A:375-521,A:543-574,A:613-644",v292,t,t,f,classified,
205.1.1.39,"Fer4, Fer4_21",v293.1,2573473,e5odcA3,A:571-654,v292,t,f,t,classified,
205.1.1.39,"Fer4, Fer4_21",v293.1,3602398,Q58593_F1_nD3,196-265,v292,t,f,t,classified,
205.1.1.41,"Fer4, Fer4_10",v293.1,5474,e1xerA1,A:1-103,v292,t,t,f,classified,
205.1.1.41,"Fer4, Fer4_10",v293.1,5479,e1hfeL2,L:2-86,v292,t,t,f,classified,
205.1.1.41,"Fer4, Fer4_10",v293.1,1916683,e3mmcB1,B:197-261,v292,t,t,f,classified,
205.1.1.41,"Fer4, Fer4_10",v293.1,3604027,Q58280_F1_nD1,6-70,v292,t,f,t,classified,
205.1.1.42,"Fer4, Fer4_6, Fer4_7",v293.1,5478,e3c8yA3,A:127-209,v292,t,t,f,classified,
205.1.1.42,"Fer4, Fer4_6, Fer4_7",v293.1,2619873,e6tg9A4,A:169-246,v292,t,f,t,classified,
205.1.1.44,"Fer4, Fer4_11",v293.1,2033698,e2vpzB2,B:59-115,v292,t,t,f,classified,
205.1.1.47,"Fer4, APS-reductase_C, Fer4_7",v293.1,5482,e1jnrB1,B:2-150,v292,t,t,f,classified,
205.1.1.47,"Fer4, APS-reductase_C, Fer4_7",v293.1,1833370,e3gyxF1,F:1-131,v292,t,f,t,classified,
205.1.1.48,"Fer4_6, Fer4_11",v293.1,1107957,e1kqfB3,B:100-159,v292,t,t,f,classified,
205.1.1.71,"Fer4_7, Fer4_11",v293.1,1107951,e1h0hB2,"B:1-71,B:137-214",v292,t,t,f,classified,
205.1.1.80,"Fer4, Fer4_7, Fer4_9",v293.1,5472,e1h98A1,A:1-77,v292,t,t,f,classified,
205.1.1.81,"Fer4, Fer4_RLI, Fer4_7",v293.1,1167701,e3j15B8,B:1-77,v292,t,f,t,classified,
206.1.1.226,"FhuF, FhuF_C",v293.1,4199525,P39405_nD1,26-260,v293,t,f,t,classified,
206.1.1.70,"Pkinase, ABC1",v293.1,7063,e2gfsA1,A:17-364,v292,t,t,f,classified,
206.1.1.70,"Pkinase, ABC1",v293.1,7073,e1kobA1,A:23-374,v292,t,t,f,classified,
206.1.1.70,"Pkinase, ABC1",v293.1,7079,e1o6yA1,A:23-298,v292,t,t,f,classified,
206.1.1.70,"Pkinase, ABC1",v293.1,7096,e1s9jA1,"A:1-215,A:246-322",v292,t,t,f,classified,
206.1.1.70,"Pkinase, ABC1",v293.1,7099,e2jflA1,A:26-313,v292,t,t,f,classified,
206.1.1.70,"Pkinase, ABC1",v293.1,1088849,e4bkyA1,A:4-275,v292,t,t,f,classified,
206.1.1.70,"Pkinase, ABC1",v293.1,1145884,e4cfeA1,"A:27-314,A:340-365",v292,t,t,f,classified,
206.1.1.70,"Pkinase, ABC1",v293.1,1145908,e4cfhA1,"A:29-299,A:340-393",v292,t,t,f,classified,
206.1.1.70,"Pkinase, ABC1",v293.1,1322288,e4qfgA1,A:11-280,v292,t,t,f,classified,
206.1.1.70,"Pkinase, ABC1",v293.1,1549037,e4lgdB1,B:11-314,v292,t,t,f,classified,
206.1.1.71,"Pkinase, Kdo",v293.1,7095,e1xwsA1,A:33-305,v292,t,t,f,classified,
206.1.1.71,"Pkinase, Kdo",v293.1,1144179,e4o1pC2,C:318-568,v292,t,t,f,classified,
206.1.1.72,"Pkinase, Pkinase_fungal",v293.1,7078,e1yhwA1,A:1-293,v292,t,t,f,classified,
206.1.1.72,"Pkinase, Pkinase_fungal",v293.1,1031124,e4e3cB1,B:16-309,v292,t,t,f,classified,
206.1.1.72,"Pkinase, Pkinase_fungal",v293.1,1723258,e4xhhA1,A:2-397,v292,t,t,f,classified,
206.1.1.73,"Pkinase, APH",v293.1,7065,e3bqcA1,A:3-330,v292,t,t,f,classified,
206.1.1.73,"Pkinase, APH",v293.1,1411819,e4uw0A1,A:223-459,v292,t,t,f,classified,
206.1.1.74,"Pkinase, PK_Tyr_Ser-Thr",v293.1,3671474,A0A1X7YG27_F1_nD1,51-383,v292,t,f,t,classified,
206.1.1.88,"EcKL, DUF1679",v293.1,3520924,A0A077Z471_F1_nD4,"761-1125,1161-1390,1411-1844",v292,t,f,t,classified,
206.1.1.97,"ABC1, WaaY",v293.1,4111346,P27240_nD1,1-230,v293,t,f,t,classified,
207.1.1.130,"LRR_1, LRR_5, LRR_8",v293.1,7192,e1oznA1,A:1-284,v292,t,t,f,classified,
207.1.1.130,"LRR_1, LRR_5, LRR_8",v293.1,185442,e3ojaB1,B:11-397,v292,t,t,f,classified,
207.1.1.130,"LRR_1, LRR_5, LRR_8",v293.1,1122389,e4bv4R1,R:1-440,v292,t,f,t,classified,
207.1.1.131,"LRR_1, LRRNT_2, LRR_8, LRR_14",v293.1,3341551,A0A0R0GIF6_F1_nD1,71-770,v292,t,f,t,classified,
207.1.1.131,"LRR_1, LRRNT_2, LRR_8, LRR_14",v293.1,3346717,K7LKY4_F1_nD1,1-834,v292,t,f,t,classified,
207.1.1.132,"LRR_1, LRR_6, LRR_8",v293.1,3302627,I1NHU2_F1_nD2,261-740,v292,t,f,t,classified,
207.1.1.135,"LRR_1, LRRNT_2, LRR_14",v293.1,1406783,e4q3gB1,B:3-220,v292,t,f,t,classified,
207.1.1.137,"LRR_1, LRR_4, LRR_8",v293.1,3990384,A0A0N4U9Q2_F1_nD1,1-500,v292,t,f,t,classified,
207.1.1.140,"LRR_1, LRRNT, LRR_8",v293.1,7194,e1xkuA1,A:22-326,v292,t,t,f,classified,
207.1.1.140,"LRR_1, LRRNT, LRR_8",v293.1,162992,e2o6rA1,A:1-177,v292,t,f,t,classified,
207.1.1.140,"LRR_1, LRRNT, LRR_8",v293.1,366134,e3g39A1,A:2-168,v292,t,f,t,classified,
207.1.1.140,"LRR_1, LRRNT, LRR_8",v293.1,1064416,e4k5uB1,B:2-219,v292,t,f,t,classified,
207.1.1.142,"LRR_1, LRR_4, LRR_6, LRR_8",v293.1,1030869,e1h6tA3,A:48-210,v292,t,t,f,classified,
207.1.1.142,"LRR_1, LRR_4, LRR_6, LRR_8",v293.1,1714542,e4uipB2,B:44-243,v292,t,f,t,classified,
207.1.1.144,"LRR_1, LRR_4",v293.1,1954217,e5hl3A2,A:48-266,v292,t,t,f,classified,
207.1.1.144,"LRR_1, LRR_4",v293.1,3382107,A0A0R0FZS5_F1_nD2,"266-835,856-900",v292,t,f,t,classified,
207.1.1.148,"LRR_1, LRR_4, LRR_9",v293.1,4478398,Q15435_nD1,56-355,v293,t,f,t,classified,
207.1.1.149,"LRR_4, LRR_9",v293.1,3481383,A0A3Q0KKP4_F1_nD3,"1-235,631-1125,1146-1390,1461-1545",v292,t,f,t,classified,
207.1.1.151,"LRR_1, LRRNT_2, LRR_4, LRR_8",v293.1,2141472,e5y9wB1,B:1-216,v292,t,f,t,classified,
207.1.1.151,"LRR_1, LRRNT_2, LRR_4, LRR_8",v293.1,3354764,I1KB57_F1_nD1,26-240,v292,t,f,t,classified,
207.1.1.151,"LRR_1, LRRNT_2, LRR_4, LRR_8",v293.1,3815738,O22178_F1_nD1,6-285,v292,t,f,t,classified,
207.1.1.157,PF29252,v293.1,1088877,e4kxfK5,K:581-1023,v292,t,t,f,classified,
207.1.1.158,"LRR_1, LRRNT, LRRCT, LRR_5, LRR_8",v293.1,1180304,e4lxrA1,A:1-773,v292,t,t,f,classified,
207.1.1.158,"LRR_1, LRRNT, LRRCT, LRR_5, LRR_8",v293.1,328344,e2v9tB1,B:1-210,v292,t,f,t,classified,
207.1.1.158,"LRR_1, LRRNT, LRRCT, LRR_5, LRR_8",v293.1,3999964,A0A0N4UC48_F1_nD1,11-290,v292,t,f,t,classified,
207.1.1.161,"LRR_6, PF29265",v293.1,1108122,e4k17A2,A:154-669,v292,t,t,f,classified,
207.1.1.162,PF29594,v293.1,7186,e2astB2,B:48-331,v292,t,t,f,classified,
207.1.1.163,"LRR_1, LRRNT_2, LRR_6, LRR_8, LRR_14",v293.1,3295711,A0A0R0G173_F1_nD1,1-838,v292,t,f,t,classified,
207.1.1.164,"LRR_1, LRRNT, LRRCT, LRR_8",v293.1,7193,e1w8aA1,A:1-192,v292,t,t,f,classified,
207.1.1.165,"LRR_1, LRRNT, LRR_4, LRR_8",v293.1,7191,e1p9aG1,G:1-266,v292,t,t,f,classified,
207.1.1.165,"LRR_1, LRRNT, LRR_4, LRR_8",v293.1,1397877,e4qxfA1,A:1-300,v292,t,f,t,classified,
207.1.1.167,"LRR_1, LRRNT_2, LRR_4, LRR_14",v293.1,3369990,I1N8B7_F1_nD1,6-400,v292,t,f,t,classified,
207.1.1.172,"FBD, LRR_At5g56370",v293.1,3450762,Q7F0P3_F1_nD2,96-460,v292,t,f,t,classified,
207.1.1.179,"LRR_1, LRR_4, LRR_5, LRR_6, LRR_8",v293.1,1255183,e2z62A4,A:1-276,v292,t,f,t,classified,
207.1.1.187,"LRR_4, LRR_8, LRR_9",v293.1,3528379,Q8IUZ0_F1_nD1,46-375,v292,t,f,t,classified,
207.1.1.189,"LRR_1, LRR_4, LRR_6, LRR_9",v293.1,3628024,A0A044V984_F1_nD1,"101-145,216-510",v292,t,f,t,classified,
207.1.1.193,"LRR_1, LRRNT_2, LRR_4, LRR_8, LRR_14",v293.1,3665969,B4FI01_F1_nD1,1-320,v292,t,f,t,classified,
207.1.1.197,"LRR_1, LRR_9",v293.1,7198,e1dceA3,A:444-567,v292,t,t,f,classified,
207.1.1.199,"LRR_1, LRR_TTSS",v293.1,7190,e1jl5A1,A:34-386,v292,t,t,f,classified,
207.1.1.199,"LRR_1, LRR_TTSS",v293.1,1016708,e3cvrA2,A:25-268,v292,t,f,t,classified,
207.1.1.199,"LRR_1, LRR_TTSS",v293.1,1349648,e4pufA1,A:19-330,v292,t,f,t,classified,
207.1.1.200,"LRRNT, GnHR_trans, LRR_5",v293.1,1284444,e4mqwX1,"X:3-279,X:319-341",v292,t,f,t,classified,
207.1.1.210,"LRR_1, LRR_6, LRR_8, LRR_12",v293.1,2066777,e3wpcA1,"A:7-411,A:443-785",v292,t,t,f,classified,
207.1.1.237,"LRR_1, LRR_5, LRR_8, LRR_14",v293.1,4579952,Q8R5M3_nD1,"26-465,516-560",v293,t,f,t,classified,
207.1.1.243,DUF7730,v293.1,3686677,A0A1C1D165_F1_nD1,66-280,v292,t,f,t,classified,
207.1.1.283,"LRR_1, LRRNT, LRR_8, LRRCT_2",v293.1,3556549,Q16288_F1_nD1,31-205,v292,t,f,t,classified,
207.1.1.317,"LRR_9, DHU1_N",v293.1,3303926,I1LEG9_F1_nD1,"1-205,346-390",v292,t,f,t,classified,
207.1.1.323,"LRR_1, LRRNT_2, LRR_6, LRR_8, Island",v293.1,1820968,e4j0mA1,A:7-733,v292,t,t,f,classified,
207.1.1.332,"LRR_TTSS, LRR_4, LRR_6, LRR_8",v293.1,1759149,e4cilA2,A:7-207,v292,t,f,t,classified,
207.16.1.1,PF31269,v293.1,2502901,e6gjeC1,C:13-95,v292,t,t,f,classified,
207.2.1.70,"NosD, Beta_helix",v293.1,2849216,e7o17A1,A:28-430,v292,t,f,t,classified,
207.2.1.74,AC_1,v293.1,146239,e3ml3A1,A:16-171,v292,t,t,f,classified,
207.2.1.74,AC_1,v293.1,3980638,H9L455_F1_nD2,66-560,v292,t,f,t,classified,
207.2.1.75,"Pertactin, Beta-sol_PIC_HAP1_IgA0_2nd",v293.1,185295,e3h09A3,"A:314-540,A:630-964",v292,t,t,f,classified,
207.2.1.80,"Peptidase_M26_N, Glug",v293.1,3987210,Q59947_F1_nD4,796-1095,v292,t,f,t,classified,
207.2.1.83,VacA2,v293.1,3838480,O25331_F1_nD2,36-535,v292,t,f,t,classified,
207.2.1.83,VacA2,v293.1,3840117,O25330_F1_nD1,56-890,v292,t,f,t,classified,
207.4.1.5,"PMG, Keratin_B2_2",v293.1,3571723,P59991_F1_nD1,1-145,v292,t,f,t,classified,
207.6.1.26,MUC20,v293.1,3531139,Q8N307_F1_nD1,176-400,v292,t,f,t,classified,
207.9.1.6,"Pentapeptide, Pentapeptide_4",v293.1,3249938,Q55EY9_F1_nD2,131-340,v292,t,f,t,classified,
207.9.1.7,"Pentapeptide, Pentapeptide_3",v293.1,7227,e2bm5A1,A:5-185,v292,t,t,f,classified,
208.1.1.20,"Hexapep, GMPPB_C",v293.1,7243,e2oi5A1,A:252-452,v292,t,t,f,classified,
208.2.1.12,PGRS,v293.1,4152117,P9WIF3_nD2,"116-475,491-515",v293,t,f,t,classified,
211.1.1.41,PF31120,v293.1,5723,e1ecsA1,A:2-53,v292,t,t,f,classified,
2.1.1.224,PF29084,v293.1,2323967,e5vbnA1,A:122-244,v292,t,t,f,classified,
2.1.1.224,PF29084,v293.1,2428340,e6hv8B1,"B:204-233,B:266-348",v292,t,f,t,classified,
2.1.1.225,PF30388,v293.1,3701262,Q4CQP2_F1_nD3,681-810,v292,t,f,t,classified,
2.1.1.243,PF30831,v293.1,2323987,e5w2lB1,B:12-162,v292,t,t,f,classified,
2.1.1.250,PF30827,v293.1,3362433,K7L8G1_F1_nD3,296-420,v292,t,f,t,classified,
2.1.1.262,PF31148,v293.1,168820,e2k14A1,A:1-84,v292,t,f,t,classified,
2.1.1.315,"CDC24_OB3, CDC24_OB2, CDC24_OB1",v293.1,3357873,K7L3K2_F1_nD2,"36-245,386-675",v292,t,f,t,classified,
213.1.1.72,"Acetyltransf_1, Acetyltransf_10",v293.1,11057,e1cjwA1,A:1-166,v292,t,t,f,classified,
213.1.1.72,"Acetyltransf_1, Acetyltransf_10",v293.1,11071,e1u6mA1,A:2-190,v292,t,t,f,classified,
213.1.1.75,"FemAB, Acetyltransf_6",v293.1,11106,e1lrzA3,"A:166-244,A:310-412",v292,t,t,f,classified,
219.1.1.111,"Transglut_core, Rad4",v293.1,7388,e1x3zA1,A:1-320,v292,t,t,f,classified,
219.1.1.111,"Transglut_core, Rad4",v293.1,7389,e2f4mA1,A:1-287,v292,t,t,f,classified,
219.1.1.117,PF30660,v293.1,2491409,e6hv6A2,A:178-366,v292,t,f,t,classified,
219.1.1.163,PF31135,v293.1,2625578,e6winA1,A:1-140,v292,t,f,t,classified,
220.1.1.167,PF29707,v293.1,3855031,D4AFX7_F1_nD2,111-220,v292,t,f,t,classified,
220.1.1.187,VPS13_C,v293.1,3426886,A0A0P0VIW0_F1_nD3,266-425,v292,t,f,t,classified,
221.1.1.164,PF29299,v293.1,1031125,e4e3cB2,B:310-394,v292,t,t,f,classified,
221.1.1.164,PF29299,v293.1,1893073,e5ebzA2,A:303-380,v292,t,f,t,classified,
221.1.1.198,Gsf2,v293.1,3785666,A0A1D8PC56_F1_nD2,"16-115,231-265,301-370",v292,t,f,t,classified,
221.1.1.208,PLDc,v293.1,3296798,A0A0R0LEX6_F1_nD1,"6-38,63-100",v292,t,f,t,classified,
221.1.1.209,"MMR_HSR1, YGR210-like_G4",v293.1,3601745,A4I8D6_F1_nD3,"456-520,551-955",v292,t,f,t,classified,
221.4.1.23,"NUDIX, PF25969",v293.1,6236,e1q33A1,A:1-292,v292,t,t,f,classified,
223.1.1.103,"CHASE7, PF30448",v293.1,4008916,P76330_F1_nD1,26-385,v292,t,f,t,classified,
223.1.1.117,PF30418,v293.1,2491423,e6dgaA1,A:1-95,v292,t,f,t,classified,
223.1.1.156,GAPES3,v293.1,4010374,P37649_F1_nD2,36-155,v292,t,f,t,classified,
223.1.1.98,PF30670,v293.1,3500172,A0A3Q0KM99_F1_nD4,"26-80,546-675,766-965,1163-1190,1331-1370",v292,t,f,t,classified,
223.2.1.46,"FNIP_N, FNIP_M",v293.1,3921891,B8A4V9_F1_nD1,"41-65,106-150,306-385",v292,t,f,t,classified,
229.1.1.10,PF29595,v293.1,3615546,Q57YE8_F1_nD2,"221-290,336-360",v292,t,f,t,classified,
230.3.1.3,EF-Ts_N,v293.1,4886682,Q4USR1_nD1,1-50,v293,t,,t,classified,
234.3.1.6,"DUF3519, PBECR3",v293.1,3839094,O34410_F1_nD2,71-250,v292,t,f,t,classified,
235.1.1.31,PF31087,v293.1,7424,e1gbsA1,A:1-185,v292,t,t,f,classified,
235.1.1.32,"SLT, PF27553",v293.1,7425,e1qsaA2,A:451-618,v292,t,t,f,classified,
235.1.1.33,PF31186,v293.1,7423,e1am7A1,A:1-154,v292,t,t,f,classified,
237.1.1.33,"Pertussis_S1, Scabin-like",v293.1,7437,e1prtA1,A:1-234,v292,t,t,f,classified,
241.9.1.2,DUF5655,v293.1,3164368,P44169_F1_nD2,191-300,v292,t,f,t,classified,
243.1.1.109,"DUF5382, DUF5382_C",v293.1,3216011,O44775_F1_nD1,36-330,v292,t,f,t,classified,
243.1.1.77,PF29518,v293.1,3963115,X8F2F3_F1_nD1,86-230,v292,t,f,t,classified,
244.4.1.3,"NiFeSe_Hases, PF27537",v293.1,6738,e1ublL5,"L:1-41,L:494-534",v292,t,t,f,classified,
244.4.1.3,"NiFeSe_Hases, PF27537",v293.1,6740,e1wuiL3,"L:1-41,L:494-534",v292,t,t,f,classified,
244.4.1.3,"NiFeSe_Hases, PF27537",v293.1,6742,e1cc1L3,"L:12-48,L:458-498",v292,t,t,f,classified,
246.2.1.22,"Metallophos, FBPase_2",v293.1,3590176,A0A132Z5D2_F1_nD3,"31-60,181-600",v292,t,f,t,classified,
247.1.1.29,"Lactamase_B_2, Anti-Pycsar_Apyc1",v293.1,1019409,e4gcwA1,A:1-307,v292,t,t,f,classified,
247.1.1.40,"DRMBL, Anti-Pycsar_Apyc1",v293.1,2579494,e6tt5AAA1,AAA:4-362,v292,t,f,t,classified,
2484.1.1.195,"PF26024, PF26025, PF26100, PF26101, PF26105",v293.1,1503129,e4wwxB2,"B:68-401,B:568-618",v292,t,t,f,classified,
2484.1.1.197,"DNA_pol_B_exo1, DNA_pol_B_exo2",v293.1,1121969,e4m8oA3,A:282-511,v292,t,t,f,classified,
2484.1.1.197,"DNA_pol_B_exo1, DNA_pol_B_exo2",v293.1,3385666,Q0P9C2_F1_nD1,6-264,v292,t,f,t,classified,
2484.1.1.202,"rve, rve_2",v293.1,3587928,A0A4U3ZUY4_F1_nD5,266-445,v292,t,f,t,classified,
2484.1.1.211,"OrfB_IS605, Cas12f1-like_TNB",v293.1,3953828,I6Y263_F1_nD2,216-410,v292,t,f,t,classified,
2484.1.1.211,"OrfB_IS605, Cas12f1-like_TNB",v293.1,3982270,Q32DE8_F1_nD3,"176-215,236-385",v292,t,f,t,classified,
2484.1.1.212,RT_RNaseH,v293.1,3935951,A0A0K0EK66_F1_nD6,761-885,v292,t,f,t,classified,
2484.1.1.231,"DDE_Tnp_IS66, DDE_Tnp_IS66_C",v293.1,3986558,Q328A0_F1_nD4,"236-330,421-505",v292,t,f,t,classified,
2484.1.1.233,DUF1280,v293.1,3236742,P91440_F1_nD3,"191-455,776-820",v292,t,f,t,classified,
2484.1.1.233,DUF1280,v293.1,3237008,Q09494_F1_nD3,191-385,v292,t,f,t,classified,
2484.1.1.248,GpA_nuclease,v293.1,3979705,Q8ZQ96_F1_nD2,396-655,v292,t,f,t,classified,
2484.1.1.248,GpA_nuclease,v293.1,3980023,Q8ZQH1_F1_nD2,"386-535,561-650",v292,t,f,t,classified,
2484.1.1.302,Cas12f1-like_TNB,v293.1,4210651,Q58161_nD2,66-260,v293,t,f,t,classified,
2484.1.1.315,"TNP-like_RNaseH_N, TNP-like_GBD, TNP-like_RNaseH_C",v293.1,3570901,Q9H5L6_F1_nD3,"251-450,481-645",v292,t,f,t,classified,
2485.3.1.18,Phage_capsid_4,v293.1,3977985,Q8ZQG9_F1_nD3,381-728,v292,t,f,t,classified,
2486.1.1.14,"CLP_protease, Peptidase_S49",v293.1,149006,e3rstA1,A:1-236,v292,t,f,t,classified,
2486.1.1.15,"Carboxyl_trans, ACCA",v293.1,1407180,e4rcnA6,A:835-1073,v292,t,t,f,classified,
2486.1.1.15,"Carboxyl_trans, ACCA",v293.1,1866768,e5fifD2,D:310-566,v292,t,t,f,classified,
2486.1.1.22,"SDH_protease, NfeD1b_N",v293.1,4089356,Q58890_nD1,36-275,v293,t,f,t,classified,
2488.1.1.19,PF27710,v293.1,185748,e4fmwA1,A:14-195,v292,t,t,f,classified,
2490.3.1.3,"Ribosomal_L27A, PF29471",v293.1,11511,e2j01P1,P:5-150,v292,t,t,f,classified,
2490.3.1.3,"Ribosomal_L27A, PF29471",v293.1,1291890,e1vw4J1,J:58-277,v292,t,t,f,classified,
2490.3.1.3,"Ribosomal_L27A, PF29471",v293.1,1951795,e3j9zLH1,LH:1-144,v292,t,t,f,classified,
2498.1.1.147,DUF7897,v293.1,3388388,Q0P9Y5_F1_nD2,"6-20,46-60,91-605",v292,t,f,t,classified,
2498.1.1.90,"Reprolysin, Reprolysin_2",v293.1,11490,e2i47A1,A:9-262,v292,t,t,f,classified,
2500.1.1.7,"Gly_radical, NRDD",v293.1,9015,e1hk8A1,A:26-586,v292,t,t,f,classified,
274.1.1.51,PF27121,v293.1,3943050,A0A0H3GSM5_F1_nD1,11-185,v292,t,f,t,classified,
283.2.1.10,PF29514,v293.1,3513463,A0A077ZHG9_F1_nD7,1081-1210,v292,t,f,t,classified,
292.2.1.15,PF29923,v293.1,2136730,e5xynC1,C:1-150,v292,t,f,t,classified,
292.2.1.15,PF29923,v293.1,2330444,e6dexA1,A:2-148,v292,t,f,t,classified,
296.1.1.3,PF26540,v293.1,1180600,e3noyA4,A:270-358,v292,t,f,t,classified,
300.1.1.16,"PLDc, PLDc_2",v293.1,3830114,P58766_F1_nD2,181-815,v292,t,f,t,classified,
300.1.1.17,"PLDc_2, PLDc_3",v293.1,3791796,A0A0K0JPB3_F1_nD2,266-455,v292,t,f,t,classified,
304.156.1.4,DUF2854,v293.1,3444368,Q6YZK5_F1_nD2,141-270,v292,t,f,t,classified,
304.166.1.9,PF29949,v293.1,1681454,e5c2uA1,A:8-123,v292,t,t,f,classified,
304.28.1.25,"Helitron_like_N, REP_ORF2-G2P",v293.1,3658501,A0A1D6HZA5_F1_nD2,"216-245,543-685,712-780",v292,t,f,t,classified,
304.60.1.8,"Ribosomal_L10, PF27436",v293.1,5389,e1zavA1,A:2-178,v292,t,t,f,classified,
304.7.1.25,Se_S_carrier,v293.1,4135575,P0DN74_nD1,1-80,v293,t,f,t,classified,
304.9.1.112,"NID, RRM_PARP14_3",v293.1,3753958,F1LQS0_F1_nD2,116-210,v292,t,f,t,classified,
304.9.1.139,"RRM_1, CEBP1_N",v293.1,3532878,Q9BZB8_F1_nD2,"271-290,416-510",v292,t,f,t,classified,
304.9.1.77,PF28441,v293.1,5049,e1wg5A1,A:1-104,v292,t,t,f,classified,
304.9.1.77,PF28441,v293.1,5091,e1welA1,A:8-119,v292,t,t,f,classified,
304.9.1.77,PF28441,v293.1,5092,e2cpyA1,A:8-110,v292,t,t,f,classified,
304.9.1.77,PF28441,v293.1,139519,e2kg1A1,A:35-139,v292,t,f,t,classified,
304.9.1.78,PF28978,v293.1,2387865,e6f7jB1,B:2-92,v292,t,t,f,classified,
304.9.1.79,PF28976,v293.1,3797378,A0A0J9YAP5_F1_nD3,466-605,v292,t,f,t,classified,
304.9.1.87,PF30891,v293.1,2491505,e6ffyA6,"A:845-908,A:918-952",v292,t,f,t,classified,
304.9.1.92,PF30866,v293.1,1824183,e5hb7A1,A:5-125,v292,t,t,f,classified,
305.1.1.8,RNA_pol_A_bac,v293.1,4886343,Q2IXN6_nD1,56-175,v293,t,,t,classified,
306.6.1.2,FlgI,v293.1,4511962,Q32EU0_nD2,"21-30,181-245",v293,t,f,t,classified,
3070.1.1.18,PF26674,v293.1,185292,e3gs9A2,A:92-180,v292,t,t,f,classified,
307.1.1.11,PF31190,v293.1,1497958,e2mxzA1,A:1-137,v292,t,f,t,classified,
3071.1.1.7,PF30637,v293.1,2475125,e6rbkC4,C:182-353,v292,t,f,t,classified,
3077.1.1.3,PF29636,v293.1,224012,e4ei0A2,A:150-312,v292,t,t,f,classified,
3090.1.1.2,PF30034,v293.1,119222,e2knjA1,A:1-90,v292,t,t,f,classified,
309.1.1.16,"Peptidase_M16, Peptidase_M16_C, M16C_assoc, PreP_C",v293.1,3365352,A0A0R4J2L6_F1_nD1,81-1078,v292,t,f,t,classified,
312.1.1.21,"GalP_UDP_transf, DUF4922",v293.1,3272015,Q54SD6_F1_nD1,11-200,v292,t,f,t,classified,
314.1.1.43,GAD,v293.1,4885763,C0RI89_nD3,296-425,v293,t,,t,classified,
315.1.1.9,"Tautomerase, Tautomerase_2",v293.1,4936,e2aalA1,A:2-130,v292,t,t,f,classified,
316.2.1.3,"AbiEi_3, AbiEi_3_N",v293.1,3948813,A0A0H3GQB5_F1_nD2,61-250,v292,t,f,t,classified,
3234.1.1.2,"Spore_GerAC, Spore_GerAC_N",v293.1,147021,e3n54B1,B:1-344,v292,t,t,f,classified,
3235.1.1.26,"WH2, PF27569",v293.1,147022,e3p8cD1,D:21-264,v292,t,t,f,classified,
3236.2.1.10,DUF819,v293.1,3674572,C0PFG7_F1_nD1,76-435,v292,t,f,t,classified,
3236.2.1.8,Asp-Al_Ex,v293.1,3980613,Q8ZQK4_F1_nD2,"11-200,381-560",v292,t,f,t,classified,
3236.2.1.9,LrgB,v293.1,3424397,Q7XBT7_F1_nD1,26-445,v292,t,f,t,classified,
3246.1.1.7,Adt-1,v293.1,3628244,A0A044SLU3_F1_nD5,591-685,v292,t,f,t,classified,
325.1.7.44,"KNOX1, KNOX2",v293.1,3360137,K7KTF9_F1_nD1,131-220,v292,t,f,t,classified,
325.1.7.55,"Biotin_lipoyl, PF25984",v293.1,2137466,e5nenA1,"A:41-76,A:270-306",v292,t,f,t,classified,
327.11.2.48,DUF7168,v293.1,3949582,Q9CD02_F1_nD1,1-235,v292,t,f,t,classified,
327.11.2.86,PF26594,v293.1,1277253,e2cy1A2,A:75-144,v292,t,f,t,classified,
