ecod_uid,domain_id,t_id,old_f,old_f_pfam,commons_f,new_f_pfam,dom_len,dominant_pfam,dominant_name,dominant_cov_pct,dominant_bitscore,n_significant_pfams,verdict,pfam_implied_fgroups
5092,e2cpyA1,304.9.1,304.9.1.1,PF00076,304.9.1.77,PF28441,103,PF28441,RRM_11,83.5,38.3,2,supports_commons,304.9.1.77;304.9.1.88;304.9.1.151
1555749,e4ydhA1,109.4.1,109.4.1.89,"PF06367,PF06371",109.4.1.1299,"PF06367,PF06371,PF24959",365,PF06371,Drf_GBD,61.4,93.9,1,ambiguous_both,109.4.1.1725;109.4.1.1299;109.4.1.1624;109.4.1.454;109.4.1.89
8128,e1wepA1,376.1.3,376.1.3.1,PF00628,376.1.3.56,PF30811,79,PF30811,PHD_UBR7-like,77.2,36.5,1,supports_commons,376.1.3.56
2072472,e5t77A1,1075.5.1,1075.5.1.2,PF03023,1075.5.1.12,"PF03023,PF13440",267,PF03023,MurJ,97.0,337.6,2,ambiguous_both,1075.5.1.12;1075.5.1.2;1075.5.1.29
1828347,e5ctqA1,109.4.1,109.4.1.83,PF05843,109.4.1.1303,"PF23240,PF23241",518,,,,,0,no_dominant_pfam,
3762,e1wb9A1,601.23.1,601.23.1.1,PF05192,601.23.1.4,"PF05190,PF05192",297,PF05192,MutS_III,97.0,172.2,1,ambiguous_both,601.23.1.3;601.23.1.5;601.23.1.4;601.23.1.6;601.23.1.1;601.23.1.8
1820986,e5dfzB2,109.4.1,109.4.1.298,PF22956,109.4.1.1594,"PF22646,PF22956",735,,,,,0,no_dominant_pfam,
1779594,e5hx2A2,1047.1.1,,,1047.1.1.1,PF31235,157,,,,,0,no_dominant_pfam,
2387867,e6fb3A2,3735.1.1,3735.1.1.3,PF05593,3735.1.1.14,PF25023,896,PF25023,TEN_YD-shell,99.0,697.2,1,supports_commons,3735.1.1.11;3735.1.1.12;3735.1.1.13;3735.1.1.14;3735.1.1.15;3735.1.1.16;3735.1.1.19
2485650,e5yclA2,633.16.2,,,633.16.2.2,PF29431,73,PF29431,HigA_N,91.8,85.8,1,supports_commons,633.16.2.2
1954217,e5hl3A2,207.1.1,207.1.1.20,PF12799,207.1.1.144,"PF00560,PF12799",219,,,,,0,no_dominant_pfam,
1842586,e5ja4D1,109.3.1,109.3.1.1,PF00023,109.3.1.162,"PF00023,PF12796,PF13857",149,PF12796,Ank_2,64.4,75.9,1,supports_commons,109.3.1.3;109.3.1.4;109.3.1.86;109.3.1.9;109.3.1.308;109.3.1.162;109.3.1.163;109.3.1.164;109.3.1.165;109.3.1.166;109.3.1.168;109.3.1.169;109.3.1.173;109.3.1.176;109.3.1.178;109.3.1.180;109.3.1.184;109.3.1.190;109.3.1.192;109.3.1.199;109.3.1.201;109.3.1.202;109.3.1.208;109.3.1.210;109.3.1.214;109.3.1.220;109.3.1.221;109.3.1.223;109.3.1.226;109.3.1.231;109.3.1.232;109.3.1.235;109.3.1.240;109.3.1.238;109.3.1.246;109.3.1.248;109.3.1.252;109.3.1.255;109.3.1.256;109.3.1.257;109.3.1.258;109.3.1.260;109.3.1.7;109.3.1.15;109.3.1.96;109.3.1.99;109.3.1.100;109.3.1.2;109.3.1.8;109.3.1.20;109.3.1.33;109.3.1.265;109.3.1.269;109.3.1.278;109.3.1.281;109.3.1.283;109.3.1.284;109.3.1.285;109.3.1.286;109.3.1.295;109.3.1.298;109.3.1.299;109.3.1.309;109.3.1.313;109.3.1.314;109.3.1.318;109.3.1.321;109.3.1.322;109.3.1.324;109.3.1.328;109.3.1.329;109.3.1.330;109.3.1.335;109.3.1.337;109.3.1.347;109.3.1.349;109.3.1.350;109.3.1.351;109.3.1.352;109.3.1.354;109.3.1.356;109.3.1.365;109.3.1.366;109.3.1.369;109.3.1.372;109.3.1.382;109.3.1.386;109.3.1.387;109.3.1.389;109.3.1.392;109.3.1.397;109.3.1.398;109.3.1.405;109.3.1.406;109.3.1.407;109.3.1.408;109.3.1.410;109.3.1.414;109.3.1.415;109.3.1.416;109.3.1.419;109.3.1.423;109.3.1.430;109.3.1.432;109.3.1.434;109.3.1.436;109.3.1.438;109.3.1.439;109.3.1.440;109.3.1.445;109.3.1.454;109.3.1.455;109.3.1.456;109.3.1.457;109.3.1.459;109.3.1.466
4234,e1ppjC2,5069.1.1,5069.1.1.1,PF00033,5069.1.1.54,"PF00033,PF13631",246,PF00033,Cytochrome_B,76.0,289.4,2,ambiguous_both,5069.1.1.60;5069.1.1.54;5069.1.1.1
4575,e2ooeA1,109.4.1,109.4.1.83,PF05843,109.4.1.1316,"PF05843,PF23240,PF23241",529,PF05843,Suf,98.5,703.1,1,ambiguous_both,109.4.1.29;109.4.1.752;109.4.1.753;109.4.1.1316;109.4.1.1354;109.4.1.1604;109.4.1.1768;109.4.1.2014;109.4.1.2112;109.4.1.2141;109.4.1.2154;109.4.1.2329;109.4.1.83;109.4.1.2555;109.4.1.2651;109.4.1.2676;109.4.1.2787;109.4.1.2829;109.4.1.2931;109.4.1.2970;109.4.1.3174;109.4.1.3193;109.4.1.3197;109.4.1.3290;109.4.1.3423;109.4.1.3587;109.4.1.3589;109.4.1.3591;109.4.1.3594
2187,e1zgkA1,5.1.3,5.1.3.6,PF01344,5.1.3.117,"PF01344,PF24681",288,,,,,0,no_dominant_pfam,
2225,e1l0qA2,5.1.4,5.1.4.64,PF21783,5.1.4.405,"PF10282,PF21783,PF22494",301,PF02239,Cytochrom_D1,67.1,25.9,1,points_to_other_fgroup,5.1.4.662;5.1.4.458;5.1.4.497
1031089,e3sfzA6,5.1.5,5.1.5.1,PF00400,5.1.5.75,"PF00400,PF12894",333,,,,,0,no_dominant_pfam,
119032,e1s6cA1,108.1.1,108.1.1.29,PF13499,108.1.1.98,"PF00036,PF13202,PF13499",95,PF13499,EF-hand_7,81.1,60.5,1,ambiguous_both,108.1.1.5;108.1.1.64;108.1.1.75;108.1.1.96;108.1.1.97;108.1.1.98;108.1.1.99;108.1.1.100;108.1.1.101;108.1.1.102;108.1.1.103;108.1.1.107;108.1.1.108;108.1.1.109;108.1.1.114;108.1.1.125;108.1.1.127;108.1.1.132;108.1.1.133;108.1.1.136;108.1.1.139;108.1.1.143;108.1.1.151;108.1.1.154;108.1.1.162;108.1.1.165;108.1.1.166;108.1.1.170;108.1.1.28;108.1.1.29;108.1.1.73;108.1.1.74;108.1.1.15;108.1.1.177;108.1.1.182;108.1.1.193;108.1.1.194;108.1.1.195;108.1.1.197;108.1.1.199;108.1.1.202;108.1.1.213;108.1.1.215;108.1.1.217;108.1.1.219;108.1.1.220;108.1.1.223
2095496,e5o01A1,109.4.1,109.4.1.198,PF13424,109.4.1.1304,"PF13181,PF13374,PF13424",254,,,,,0,no_dominant_pfam,
119003,e1omrA2,108.1.1,108.1.1.29,PF13499,108.1.1.97,"PF00036,PF13499",106,PF13499,EF-hand_7,74.5,36.1,1,ambiguous_both,108.1.1.5;108.1.1.64;108.1.1.75;108.1.1.96;108.1.1.97;108.1.1.98;108.1.1.99;108.1.1.100;108.1.1.101;108.1.1.102;108.1.1.103;108.1.1.107;108.1.1.108;108.1.1.109;108.1.1.114;108.1.1.125;108.1.1.127;108.1.1.132;108.1.1.133;108.1.1.136;108.1.1.139;108.1.1.143;108.1.1.151;108.1.1.154;108.1.1.162;108.1.1.165;108.1.1.166;108.1.1.170;108.1.1.28;108.1.1.29;108.1.1.73;108.1.1.74;108.1.1.15;108.1.1.177;108.1.1.182;108.1.1.193;108.1.1.194;108.1.1.195;108.1.1.197;108.1.1.199;108.1.1.202;108.1.1.213;108.1.1.215;108.1.1.217;108.1.1.219;108.1.1.220;108.1.1.223
2298,e1dq3A1,69.1.1,69.1.1.4,PF14890,69.1.1.11,"PF07591,PF14890",168,PF14890,Intein_splicing,95.8,139.8,1,ambiguous_both,69.1.1.8;69.1.1.9;69.1.1.11;69.1.1.4;69.1.1.15
2036593,e5tqbB1,109.4.1,109.4.1.118,"PF08514,PF21581,PF21767",109.4.1.1264,"PF13181,PF13432",335,,,,,0,no_dominant_pfam,
2075105,e5h28A1,109.3.1,,,109.3.1.170,"PF00023,PF13637",263,,,,,0,no_dominant_pfam,
2322965,e6f5dL1,109.4.1,,,109.4.1.1284,PF29978,165,PF29978,ATP18_TPR,82.4,287.7,1,supports_commons,109.4.1.1284
5049,e1wg5A1,304.9.1,304.9.1.1,PF00076,304.9.1.77,PF28441,104,PF28441,RRM_11,81.7,92.1,2,supports_commons,304.9.1.77;304.9.1.88;304.9.1.151
2323971,e5ve8B1,109.4.1,,,109.4.1.1697,"PF02985,PF03810,PF25574,PF25780",1074,,,,,0,no_dominant_pfam,
1291870,e4hnwA1,109.4.1,109.4.1.173,PF12569,109.4.1.1389,"PF12569,PF13181",794,,,,,0,no_dominant_pfam,
1556802,e4ad8A1,2004.1.1,2004.1.1.87,PF02463,2004.1.1.433,"PF02463,PF13476",314,PF02463,SMC_N,87.9,49.4,1,ambiguous_both,2004.1.1.429;2004.1.1.433;2004.1.1.442;2004.1.1.466;2004.1.1.478;2004.1.1.480;2004.1.1.481;2004.1.1.506;2004.1.1.567;2004.1.1.615;2004.1.1.728;2004.1.1.782;2004.1.1.87;2004.1.1.798;2004.1.1.799;2004.1.1.807;2004.1.1.925;2004.1.1.997;2004.1.1.1001;2004.1.1.1116;2004.1.1.1154;2004.1.1.1156
2084847,e5ve9B1,108.1.1,108.1.1.29,PF13499,108.1.1.97,"PF00036,PF13499",83,PF13499,EF-hand_7,77.1,47.5,1,ambiguous_both,108.1.1.5;108.1.1.64;108.1.1.75;108.1.1.96;108.1.1.97;108.1.1.98;108.1.1.99;108.1.1.100;108.1.1.101;108.1.1.102;108.1.1.103;108.1.1.107;108.1.1.108;108.1.1.109;108.1.1.114;108.1.1.125;108.1.1.127;108.1.1.132;108.1.1.133;108.1.1.136;108.1.1.139;108.1.1.143;108.1.1.151;108.1.1.154;108.1.1.162;108.1.1.165;108.1.1.166;108.1.1.170;108.1.1.28;108.1.1.29;108.1.1.73;108.1.1.74;108.1.1.15;108.1.1.177;108.1.1.182;108.1.1.193;108.1.1.194;108.1.1.195;108.1.1.197;108.1.1.199;108.1.1.202;108.1.1.213;108.1.1.215;108.1.1.217;108.1.1.219;108.1.1.220;108.1.1.223
4604,e1m8zA1,109.4.1,109.4.1.16,PF00806,109.4.1.1265,"PF00806,PF22493",339,,,,,0,no_dominant_pfam,
1933284,e5f0pA1,109.4.1,109.4.1.44,PF03635,109.4.1.1333,"PF03635,PF27614",458,PF03635,Vps35,99.3,686.9,1,ambiguous_both,109.4.1.1333;109.4.1.44
4616,e2bnxA1,109.4.1,109.4.1.89,"PF06367,PF06371",109.4.1.1299,"PF06367,PF06371,PF24959",343,,,,,0,no_dominant_pfam,
1555748,e4yc7B1,109.4.1,109.4.1.89,"PF06367,PF06371",109.4.1.1299,"PF06367,PF06371,PF24959",291,,,,,0,no_dominant_pfam,
1673889,e4ui9O2,109.4.1,109.4.1.185,PF12862,109.4.1.1398,"PF12862,PF13374,PF29127",550,,,,,0,no_dominant_pfam,
1722652,e5a6cB1,109.4.1,109.4.1.198,PF13424,109.4.1.1315,"PF13176,PF13181,PF13374,PF13424",336,,,,,0,no_dominant_pfam,
4606,e1oyzA1,109.4.1,109.4.1.207,PF13646,109.4.1.1283,"PF02985,PF03130,PF13646",276,,,,,0,no_dominant_pfam,
1889998,e5d08A3,109.4.1,109.4.1.207,PF13646,109.4.1.1259,"PF03130,PF13646",122,PF13646,HEAT_2,63.9,53.2,1,ambiguous_both,109.4.1.766;109.4.1.796;109.4.1.797;109.4.1.1546;109.4.1.1259;109.4.1.1268;109.4.1.1270;109.4.1.1283;109.4.1.1321;109.4.1.1332;109.4.1.1358;109.4.1.1380;109.4.1.1426;109.4.1.1422;109.4.1.1443;109.4.1.1481;109.4.1.1590;109.4.1.1655;109.4.1.1804;109.4.1.1902;109.4.1.2036;109.4.1.2130;109.4.1.2288;109.4.1.35;109.4.1.207;109.4.1.2620;109.4.1.2626;109.4.1.2841;109.4.1.2876;109.4.1.2918;109.4.1.2986;109.4.1.3100;109.4.1.3142;109.4.1.3342;109.4.1.3353;109.4.1.3427;109.4.1.3537;109.4.1.3581;109.4.1.3584;109.4.1.3597
1713369,e4zlhB1,109.4.1,109.4.1.210,PF14559,109.4.1.1555,"PF13176,PF14559",301,,,,,0,no_dominant_pfam,
1125473,e4ij2F1,11.1.1,11.1.1.72,PF05031,11.1.1.861,"PF05031,PF10049",139,PF05031,NEAT,84.2,67.4,1,ambiguous_both,11.1.1.861;11.1.1.72;11.1.1.1301
1820968,e4j0mA1,207.1.1,207.1.1.1,PF00560,207.1.1.323,"PF00560,PF08263,PF13516,PF13855,PF20141",727,,,,,0,no_dominant_pfam,
1126564,e4bujF1,109.4.1,109.4.1.255,PF18833,109.4.1.2094,"PF13181,PF18833",1372,,,,,0,no_dominant_pfam,
1180304,e4lxrA1,207.1.1,207.1.1.24,PF13855,207.1.1.158,"PF00560,PF01462,PF01463,PF13306,PF13855",773,,,,,0,no_dominant_pfam,
2526320,e6iczZ1,396.3.1,396.3.1.2,PF11708,396.3.1.7,PF30379,135,,,,,0,no_dominant_pfam,
1124192,e4adyA2,109.35.1,109.35.1.1,PF01851,109.35.1.10,"PF01851,PF13646",448,,,,,0,no_dominant_pfam,
3146,e2opoA1,108.1.1,108.1.1.1,PF00036,108.1.1.99,"PF13202,PF13405,PF13499",81,PF13499,EF-hand_7,77.8,61.9,1,supports_commons,108.1.1.5;108.1.1.64;108.1.1.75;108.1.1.96;108.1.1.97;108.1.1.98;108.1.1.99;108.1.1.100;108.1.1.101;108.1.1.102;108.1.1.103;108.1.1.107;108.1.1.108;108.1.1.109;108.1.1.114;108.1.1.125;108.1.1.127;108.1.1.132;108.1.1.133;108.1.1.136;108.1.1.139;108.1.1.143;108.1.1.151;108.1.1.154;108.1.1.162;108.1.1.165;108.1.1.166;108.1.1.170;108.1.1.28;108.1.1.29;108.1.1.73;108.1.1.74;108.1.1.15;108.1.1.177;108.1.1.182;108.1.1.193;108.1.1.194;108.1.1.195;108.1.1.197;108.1.1.199;108.1.1.202;108.1.1.213;108.1.1.215;108.1.1.217;108.1.1.219;108.1.1.220;108.1.1.223
1826881,e2xb0X2,101.1.1,101.1.1.3,PF00249,101.1.1.288,"PF00249,PF23588",140,PF23588,HTH_CHD1_Hrp3,82.1,80.3,1,supports_commons,101.1.1.288;101.1.1.342;101.1.1.222
10833,e1jfrA1,7579.1.1,,,7579.1.1.98,"PF03403,PF12740",260,PF12740,PETase,98.8,401.4,1,supports_commons,7579.1.1.116;7579.1.1.205;7579.1.1.98;7579.1.1.46;7579.1.1.192
1407180,e4rcnA6,2486.1.1,2486.1.1.3,PF01039,2486.1.1.15,"PF01039,PF03255",239,PF01039,Carboxyl_trans,100.0,231.9,1,ambiguous_both,2486.1.1.4;2486.1.1.15;2486.1.1.3;2486.1.1.20
1723258,e4xhhA1,206.1.1,206.1.1.1,PF00069,206.1.1.72,"PF00069,PF17667",396,PF07714,PK_Tyr_Ser-Thr,66.9,52.9,2,points_to_other_fgroup,206.1.1.59;206.1.1.60;206.1.1.171;206.1.1.74;206.1.1.77;206.1.1.80;206.1.1.83;206.1.1.85;206.1.1.96;206.1.1.99;206.1.1.114;206.1.1.116;206.1.1.123;206.1.1.127;206.1.1.131;206.1.1.132;206.1.1.136;206.1.1.139;206.1.1.143;206.1.1.148;206.1.1.154;206.1.1.20;206.1.1.22;206.1.1.36;206.1.1.21;206.1.1.160;206.1.1.170;206.1.1.179;206.1.1.182;206.1.1.183;206.1.1.186;206.1.1.188;206.1.1.189;206.1.1.203;206.1.1.204;206.1.1.209;206.1.1.216;206.1.1.217;206.1.1.219;206.1.1.228;206.1.1.230;206.1.1.234;206.1.1.237;206.1.1.239;206.1.1.241;206.1.1.242;206.1.1.244;206.1.1.246;206.1.1.251;206.1.1.253;206.1.1.254
118927,e1auiB2,108.1.1,108.1.1.29,PF13499,108.1.1.97,"PF00036,PF13499",84,PF13499,EF-hand_7,83.3,60.3,1,ambiguous_both,108.1.1.5;108.1.1.64;108.1.1.75;108.1.1.96;108.1.1.97;108.1.1.98;108.1.1.99;108.1.1.100;108.1.1.101;108.1.1.102;108.1.1.103;108.1.1.107;108.1.1.108;108.1.1.109;108.1.1.114;108.1.1.125;108.1.1.127;108.1.1.132;108.1.1.133;108.1.1.136;108.1.1.139;108.1.1.143;108.1.1.151;108.1.1.154;108.1.1.162;108.1.1.165;108.1.1.166;108.1.1.170;108.1.1.28;108.1.1.29;108.1.1.73;108.1.1.74;108.1.1.15;108.1.1.177;108.1.1.182;108.1.1.193;108.1.1.194;108.1.1.195;108.1.1.197;108.1.1.199;108.1.1.202;108.1.1.213;108.1.1.215;108.1.1.217;108.1.1.219;108.1.1.220;108.1.1.223
4922,e1orqC1,5054.1.1,5054.1.1.2,PF00520,5054.1.1.59,"PF00520,PF07885",223,PF00520,Ion_trans,96.9,74.6,1,ambiguous_both,5054.1.1.67;5054.1.1.59;5054.1.1.63;5054.1.1.65;5054.1.1.84;5054.1.1.88;5054.1.1.90;5054.1.1.95;5054.1.1.29;5054.1.1.2;5054.1.1.3;5054.1.1.4;5054.1.1.105;5054.1.1.116;5054.1.1.130;5054.1.1.131;5054.1.1.138;5054.1.1.141;5054.1.1.166;5054.1.1.175;5054.1.1.197
5723,e1ecsA1,211.1.1,,,211.1.1.41,PF31120,52,PF31120,DUF8817,98.1,59.3,2,supports_commons,211.1.1.41
3152,e1ozsA1,108.1.1,108.1.1.29,PF13499,108.1.1.96,"PF00036,PF13405,PF13499",73,PF10591,SPARC_Ca_bdg,91.8,22.1,2,points_to_other_fgroup,108.1.1.135;108.1.1.136;108.1.1.21;108.1.1.183;108.1.1.196
1916683,e3mmcB1,205.1.1,205.1.1.1,PF00037,205.1.1.41,"PF00037,PF13237",65,PF01077,NIR_SIR,100.0,126.4,1,pfam_has_no_fgroup_here,
5478,e3c8yA3,205.1.1,205.1.1.16,PF12838,205.1.1.42,"PF00037,PF12837,PF12838",83,PF12838,Fer4_7,71.1,30.3,1,ambiguous_both,205.1.1.13;205.1.1.38;205.1.1.54;205.1.1.56;205.1.1.57;205.1.1.58;205.1.1.42;205.1.1.46;205.1.1.47;205.1.1.49;205.1.1.50;205.1.1.51;205.1.1.53;205.1.1.67;205.1.1.69;205.1.1.71;205.1.1.74;205.1.1.78;205.1.1.80;205.1.1.81;205.1.1.84;205.1.1.35;205.1.1.16;205.1.1.86;205.1.1.88;205.1.1.92;205.1.1.96;205.1.1.99;205.1.1.105;205.1.1.107;205.1.1.109;205.1.1.110;205.1.1.111;205.1.1.113;205.1.1.115;205.1.1.117
1002475,e3ne5B2,1.1.7,1.1.7.38,PF16576,1.1.7.87,PF25954,96,PF25954,Beta-barrel_RND_2,82.3,90.0,1,supports_commons,1.1.7.87;1.1.7.133
1779584,e5dnyB1,2004.1.1,2004.1.1.198,PF13476,2004.1.1.514,"PF13476,PF13555,PF13558",291,PF02463,SMC_N,97.3,88.4,2,points_to_other_fgroup,2004.1.1.429;2004.1.1.433;2004.1.1.442;2004.1.1.466;2004.1.1.478;2004.1.1.480;2004.1.1.481;2004.1.1.506;2004.1.1.567;2004.1.1.615;2004.1.1.728;2004.1.1.782;2004.1.1.87;2004.1.1.798;2004.1.1.799;2004.1.1.807;2004.1.1.925;2004.1.1.997;2004.1.1.1001;2004.1.1.1116;2004.1.1.1154;2004.1.1.1156
1313622,e4tkoB1,1.1.7,1.1.7.3,PF00529,1.1.7.88,PF25963,110,PF25963,Beta-barrel_AAEA,84.5,30.5,1,supports_commons,1.1.7.88;1.1.7.133
3263,e1l9lA1,198.1.1,198.1.1.1,PF03489,198.1.1.13,"PF03489,PF31278",74,,,,,0,no_dominant_pfam,
1002477,e3ne5B4,6119.1.1,6119.1.1.1,PF16572,6119.1.1.2,PF25869,49,PF25919,BSH_CusB,100.0,89.0,2,pfam_has_no_fgroup_here,
1503130,e4wwxB3,3948.1.1,3948.1.1.1,PF12940,3948.1.1.3,PF26104,166,PF26104,RAG1_ZnH2,96.4,302.8,1,supports_commons,3948.1.1.3
6742,e1cc1L3,244.4.1,244.4.1.2,PF00374,244.4.1.3,"PF00374,PF27537",78,,,,,0,no_dominant_pfam,
6236,e1q33A1,221.4.1,221.4.1.1,PF00293,221.4.1.23,"PF00293,PF25969",292,,,,,0,no_dominant_pfam,
4580,e1qbkB1,109.4.1,109.4.1.204,PF13513,109.4.1.1313,"PF02985,PF03810,PF13513,PF25574,PF25780",888,,,,,0,no_dominant_pfam,
7316,e3bznA1,880.1.1,880.1.1.1,PF00425,880.1.1.4,PF30495,428,PF00425,Chorismate_bind,88.1,228.4,2,supports_old_ecod_rep,880.1.1.2;880.1.1.5;880.1.1.1
1316581,e2ru4B1,109.4.1,109.4.1.2,PF00514,109.4.1.1332,"PF00514,PF13646,PF16186",84,PF13646,HEAT_2,91.7,29.2,1,supports_commons,109.4.1.766;109.4.1.796;109.4.1.797;109.4.1.1546;109.4.1.1259;109.4.1.1268;109.4.1.1270;109.4.1.1283;109.4.1.1321;109.4.1.1332;109.4.1.1358;109.4.1.1380;109.4.1.1426;109.4.1.1422;109.4.1.1443;109.4.1.1481;109.4.1.1590;109.4.1.1655;109.4.1.1804;109.4.1.1902;109.4.1.2036;109.4.1.2130;109.4.1.2288;109.4.1.35;109.4.1.207;109.4.1.2620;109.4.1.2626;109.4.1.2841;109.4.1.2876;109.4.1.2918;109.4.1.2986;109.4.1.3100;109.4.1.3142;109.4.1.3342;109.4.1.3353;109.4.1.3427;109.4.1.3537;109.4.1.3581;109.4.1.3584;109.4.1.3597
1870438,e2vglA1,109.4.1,109.4.1.22,PF01602,109.4.1.1255,"PF01602,PF12717",600,PF01602,Adaptin_N,93.8,525.8,1,ambiguous_both,109.4.1.1546;109.4.1.1255;109.4.1.1270;109.4.1.1422;109.4.1.1590;109.4.1.1655;109.4.1.1842;109.4.1.1971;109.4.1.22;109.4.1.2674;109.4.1.2844;109.4.1.2918;109.4.1.3145
7192,e1oznA1,207.1.1,207.1.1.24,PF13855,207.1.1.130,"PF00560,PF13306,PF13855",284,,,,,0,no_dominant_pfam,
2084857,e5x90D1,1164.1.1,,,1164.1.1.2,PF29777,171,PF29777,LvgA,93.6,301.9,1,supports_commons,1164.1.1.2
5091,e1welA1,304.9.1,304.9.1.1,PF00076,304.9.1.77,PF28441,112,PF28441,RRM_11,78.6,57.5,2,supports_commons,304.9.1.77;304.9.1.88;304.9.1.151
4562,e1xnfA1,109.4.1,109.4.1.95,PF07719,109.4.1.1264,"PF13181,PF13432",259,,,,,0,no_dominant_pfam,
1676519,e4ui9I1,5.1.4,5.1.4.39,PF12894,5.1.4.283,"PF12894,PF23405",440,,,,,0,no_dominant_pfam,
2485644,e5w4aB1,7030.1.1,,,7030.1.1.1,PF29800,215,PF29800,PGL_N,95.8,268.1,1,supports_commons,7030.1.1.1
1681454,e5c2uA1,304.166.1,,,304.166.1.9,PF29949,116,PF29949,Nup54_a-b,87.9,129.7,1,supports_commons,304.166.1.9
48960,e2opoB1,108.1.1,108.1.1.1,PF00036,108.1.1.99,"PF13202,PF13405,PF13499",81,PF13499,EF-hand_7,77.8,61.9,1,supports_commons,108.1.1.5;108.1.1.64;108.1.1.75;108.1.1.96;108.1.1.97;108.1.1.98;108.1.1.99;108.1.1.100;108.1.1.101;108.1.1.102;108.1.1.103;108.1.1.107;108.1.1.108;108.1.1.109;108.1.1.114;108.1.1.125;108.1.1.127;108.1.1.132;108.1.1.133;108.1.1.136;108.1.1.139;108.1.1.143;108.1.1.151;108.1.1.154;108.1.1.162;108.1.1.165;108.1.1.166;108.1.1.170;108.1.1.28;108.1.1.29;108.1.1.73;108.1.1.74;108.1.1.15;108.1.1.177;108.1.1.182;108.1.1.193;108.1.1.194;108.1.1.195;108.1.1.197;108.1.1.199;108.1.1.202;108.1.1.213;108.1.1.215;108.1.1.217;108.1.1.219;108.1.1.220;108.1.1.223
2485693,e6ghcB1,7040.1.1,,,7040.1.1.1,PF30443,143,PF30443,McrA_N,100.0,98.2,1,supports_commons,7040.1.1.1
2526332,e6jl2A2,7092.1.1,,,7092.1.1.1,PF31273,112,PF31273,VDLT_N,100.0,170.8,1,supports_commons,7092.1.1.1
9777,e1lv7A2,2004.1.1,2004.1.1.1,PF00004,2004.1.1.420,"PF00004,PF06068",181,PF00004,AAA,74.0,163.8,2,ambiguous_both,2004.1.1.566;2004.1.1.579;2004.1.1.599;2004.1.1.604;2004.1.1.616;2004.1.1.653;2004.1.1.415;2004.1.1.420;2004.1.1.425;2004.1.1.432;2004.1.1.444;2004.1.1.452;2004.1.1.461;2004.1.1.471;2004.1.1.479;2004.1.1.476;2004.1.1.493;2004.1.1.501;2004.1.1.527;2004.1.1.530;2004.1.1.544;2004.1.1.617;2004.1.1.623;2004.1.1.628;2004.1.1.639;2004.1.1.644;2004.1.1.646;2004.1.1.682;2004.1.1.683;2004.1.1.684;2004.1.1.687;2004.1.1.691;2004.1.1.702;2004.1.1.716;2004.1.1.741;2004.1.1.742;2004.1.1.4;2004.1.1.2;2004.1.1.1;2004.1.1.258;2004.1.1.3;2004.1.1.800;2004.1.1.819;2004.1.1.855;2004.1.1.877;2004.1.1.886;2004.1.1.891;2004.1.1.905;2004.1.1.906;2004.1.1.918;2004.1.1.919;2004.1.1.922;2004.1.1.938;2004.1.1.958;2004.1.1.973;2004.1.1.1015;2004.1.1.1033;2004.1.1.1067;2004.1.1.1097;2004.1.1.1104;2004.1.1.1137;2004.1.1.1142;2004.1.1.1150;2004.1.1.1155;2004.1.1.1161;2004.1.1.1163;2004.1.1.1174
2323987,e5w2lB1,2.1.1,2.1.1.66,PF15489,2.1.1.243,PF30831,151,PF30831,CTC1_5th,89.4,248.9,1,supports_commons,2.1.1.243
609,e2vgnA1,4.23.1,4.23.1.1,PF03463,4.23.1.2,PF26356,135,PF26356,Pelota_N,99.3,86.1,1,supports_commons,4.23.1.2
